Job,CompanyName,Location,KeySkills,PostedDate,Link
Project Manager- Mobile Application Development,WEN Womentech,Dehradun,"['GIT', 'Swift', 'SDK', 'IOS', 'Android', 'mobile applications', 'management', 'mobile application development']",Few Hours Ago,https://www.naukri.com/job-listings-project-manager-mobile-application-development-wen-womentech-dehradun-8-to-12-years-110323006069
DotNet Developer,Anlage Infotech,Bangalore/Bengaluru,"['c#', 'asp.net mvc', 'html/css', '.net core', 'ASP.Net', '.net', 'html', 'dotnet development']",Few Hours Ago,https://www.naukri.com/job-listings-dotnet-developer-anlage-infotech-bangalore-bengaluru-4-to-6-years-110323006049
Mechanical Product Engineer,Idexcel,Bangalore/Bengaluru,"['Mechanical Engineering', 'management', 'product life cycle management', 'product life cycle', 'pdm', 'engineering', 'dfm', 'mechanical']",Few Hours Ago,https://www.naukri.com/job-listings-mechanical-product-engineer-idexcel-bangalore-bengaluru-1-to-3-years-110323006048
Service Engineer,Ssutra Consultancy,Gurgaon/Gurugram,"['Instrumentation', 'after sales service', 'instruments', 'service engineering', 'sales service', 'engineering', 'aftersales', 'servicing']",Few Hours Ago,https://www.naukri.com/job-listings-service-engineer-ssutra-consultancy-gurgaon-gurugram-2-to-4-years-121022019284
Permanent opportunity-QA Engineer II(Cypress)-RealPage(product based),Realpage,Hyderabad/Secunderabad,"['Java', 'Automation', 'Cypress', 'Selenium', 'sql']",Few Hours Ago,https://www.naukri.com/job-listings-permanent-opportunity-qa-engineer-ii-cypress-realpage-product-based-realpage-hyderabad-secunderabad-3-to-6-years-110323006030
Angular Developer/ Frontend Developer,Inswit,Chennai,"['front end', 'bootstrap', 'angular material', 'css', 'web technologies', 'html']",Few Hours Ago,https://www.naukri.com/job-listings-angular-developer-frontend-developer-inswit-chennai-2-to-7-years-110323006026
Valuation Engineer,Keystone Promoters,Chennai,"['civil', 'civil engineering', 'valuation', 'engineering']",Few Hours Ago,https://www.naukri.com/job-listings-valuation-engineer-keystone-promoters-chennai-0-to-5-years-110323006002
"Rd Design Engineer, Electronics engineer, pcb design engineer",Melux Control Gears P.Ltd.,Pune,"['PCB Designing', 'Hardware Design', 'Circuit Designing', 'ORCAD', 'LED Drivers designing', 'rd', 'design', 'schematic']",Few Hours Ago,https://www.naukri.com/job-listings-rd-design-engineer-electronics-engineer-pcb-design-engineer-melux-control-gears-p-ltd-pune-2-to-7-years-110323005988
Production Engineer,Prudential Travels,Qatar,"['tank', 'production engineering', 'production', 'press', 'vessels', 'pressure', 'pressure vessels']",Few Hours Ago,https://www.naukri.com/job-listings-production-engineer-prudential-travels-qatar-10-to-15-years-100622002405
Back End Developer - Node JS,Feham Hr Solutions,Chennai,"['Express', 'Node.Js', 'JIRA', 'Web Development', 'Azure Devops', 'bitbucket', 'agile', 'javascript']",Few Hours Ago,https://www.naukri.com/job-listings-back-end-developer-node-js-feham-hr-solutions-chennai-7-to-12-years-110323005984
"Diploma Chemical Engineer, BSc Chemistry, MSc Chemistry",Royal Staffing Services Llp,"Bharuch, Navsari, Surat","['B.tech Chemical', 'bsc chemistry', 'mee operator', 'training', 'msc chemistry', 'site', 'plant operations', 'solid']",Few Hours Ago,https://www.naukri.com/job-listings-diploma-chemical-engineer-bsc-chemistry-msc-chemistry-royal-staffing-services-llp-bharuch-navsari-surat-0-to-2-years-110323005971
Permanent Opportunity - Sr. PHP Developer - RealPage - Product Base,Realpage,Hyderabad/Secunderabad,"['laravel', 'php', 'react.js', 'php development', 'base', 'angular', 'development', 'html']",Few Hours Ago,https://www.naukri.com/job-listings-permanent-opportunity-sr-php-developer-realpage-product-base-realpage-hyderabad-secunderabad-10-to-15-years-080323005019
Permanent Opportunity -Realpage - Sr.Net Fullstack Developer-Hyderabad,Realpage,Hybrid - Hyderabad/Secunderabad,"['angular', '.net core', 'ASP.Net', 'c#', 'javascript frameworks']",Few Hours Ago,https://www.naukri.com/job-listings-permanent-opportunity-realpage-sr-net-fullstack-developer-hyderabad-realpage-hyderabad-secunderabad-10-to-17-years-310123016575
Process Engineer,Xperts Global Consulting,Ahmedabad,"['Process Engineer', 'Engineer Process', 'process design', 'design', 'process', 'process engineering']",Few Hours Ago,https://www.naukri.com/job-listings-process-engineer-xperts-global-consulting-ahmedabad-2-to-5-years-090123008474
"Executive Maintenance Engineer,Maintenance Engineer",Xperts Global Consulting,Ahmedabad,"['maintenance engineering', 'maintenance', 'Executive Maintenance Engineer']",Few Hours Ago,https://www.naukri.com/job-listings-executive-maintenance-engineer-maintenance-engineer-xperts-global-consulting-ahmedabad-4-to-9-years-180223006307
Project Engineer,Xperts Global Consulting,Ahmedabad,"['Project Engineer', 'Engineering Projects', 'engineering', 'project', 'project engineering']",Few Hours Ago,https://www.naukri.com/job-listings-project-engineer-xperts-global-consulting-ahmedabad-2-to-5-years-090123008396
Catalogue Manager || Noida & Bangalore || 10-12 Yrs,HCLTech,"Hybrid - Noida, New Delhi, Bangalore/Bengaluru","['catalog management', 'management', 'snow', 'siam', 'catalog', 'itsm', 'remedy', 'servicenow']",Few Hours Ago,https://www.naukri.com/job-listings-catalogue-manager-noida-bangalore-10-12-yrs-hcltech-noida-new-delhi-bangalore-bengaluru-8-to-13-years-110323005925
Vehicle commissioning Engineer. - Tiruvallur - Female,V2soft,"Chennai, Thiruvallur","['Programming', 'vehicle', 'compensation', 'program', 'commissioning', 'repair']",Few Hours Ago,https://www.naukri.com/job-listings-vehicle-commissioning-engineer-tiruvallur-female-v2soft-chennai-thiruvallur-8-to-12-years-110323005919
Freshers B.E | B .Tech | BCA | MCA Trainee Networking Engineer,O A Compserve Pvt Ltd,"Noida, Ghaziabad, New Delhi, Palwal, Gautam Buddha Nagar, Faridabad, Gurgaon/Gurugram, Delhi / NCR, Greater Noida","['bca', 'mca', 'b tech fresher', 'telecom engineering', 'digital electronics', 'autocad', 'algorithms', 'electronics']",Few Hours Ago,https://www.naukri.com/job-listings-freshers-b-e-b-tech-bca-mca-trainee-networking-engineer-o-a-compserve-pvt-ltd-noida-ghaziabad-new-delhi-palwal-gautam-buddha-nagar-faridabad-gurgaon-gurugram-delhi-ncr-greater-noida-0-to-0-years-270922004816
Fresher B.E | B .Tech | BCA | MCA Trainee Networking Engineer,O A Compserve Pvt Ltd,"Surajpur, Sukma, Raigarh, Rajnandgaon, Mungeli, Raipur","['bca', 'networking', 'b tech fresher', 'network engineering', 'rf engineering', 'training', 'algorithms', 'electronics']",Few Hours Ago,https://www.naukri.com/job-listings-fresher-b-e-b-tech-bca-mca-trainee-networking-engineer-o-a-compserve-pvt-ltd-surajpur-sukma-raigarh-rajnandgaon-mungeli-raipur-0-to-0-years-080822007943
Full Stack Node js developer Mongo DB,In10 Media,Mumbai (All Areas),"['Javascript', 'SQL Database', 'MongoDB', 'gcp', 'aws lambda', 'sql', 'dbms', 'node']",Few Hours Ago,https://www.naukri.com/job-listings-full-stack-node-js-developer-mongo-db-in10-media-mumbai-all-areas-4-to-8-years-110323005887
Dot Net Developer,Subhadra Jobs Consultancy,Permanent Remote,"['angular', 'dot net developer', 'MVC', 'api', 'asp.net mvc', '.net', 'asp.net core mvc', 'asp.net']",Few Hours Ago,https://www.naukri.com/job-listings-dot-net-developer-subhadra-jobs-consultancy-hyderabad-secunderabad-3-to-7-years-110323005884
Industrial Electronic Equipment Repair Engineer,Advanced Micro Services,Bangalore/Bengaluru,"['Analog Electronics', 'Chip Level Repairing', 'Digital Electronics', 'debugging', 'repair', 'drives', 'circuit', 'logic']",Few Hours Ago,https://www.naukri.com/job-listings-industrial-electronic-equipment-repair-engineer-advanced-micro-services-bangalore-bengaluru-2-to-7-years-190222004758
Application Support Engineer,PES Hr Services A Div Of Amal Infosystems,Mumbai (All Areas),"['Dml', 'Debugging', 'SQL Queries', 'DDL', 'Monitoring', 'application', 'sql', 'oracle']",Few Hours Ago,https://www.naukri.com/job-listings-application-support-engineer-pes-hr-services-a-div-of-amal-infosystems-mumbai-all-areas-4-to-6-years-110323005849
iOS Developer,In10 Media,Mumbai,"['MVVM', 'Solid Principles', 'Trello', 'Swift Ui', 'Zeplin', 'io', 'ios development', 'git version control']",Few Hours Ago,https://www.naukri.com/job-listings-ios-developer-in10-media-mumbai-3-to-7-years-110323005846
Shift Engineer For leading Facility Client in Mumbai,Silver Talent Services.,Mumbai (All Areas),"['facility', 'management', 'facilities', 'site', 'leadership', 'client', 'technical management', 'maintenance engineering']",Few Hours Ago,https://www.naukri.com/job-listings-shift-engineer-for-leading-facility-client-in-mumbai-silver-talent-services-mumbai-all-areas-3-to-8-years-110323005845
Trainee - Desktop Support Engineer,Net Access India Limited,Hyderabad/Secunderabad,"['Desktop Support', 'training', 'printing', 'troubleshooting', 'os installation', 'printer support', 'administration', 'operating systems']",Few Hours Ago,https://www.naukri.com/job-listings-trainee-desktop-support-engineer-net-access-india-limited-hyderabad-secunderabad-0-to-0-years-110323005831
"Technical support | Networking engineers | LAN,WAN Support Apply NOW!!",Oxygent International Bpo Technical Bpo Headhunter,Pune,"['Network Engineering', 'Networking', 'Troubleshooting', 'Firewall', 'Technical Support', 'remote access', 'wan', 'remote']",Few Hours Ago,https://www.naukri.com/job-listings-technical-support-networking-engineers-lan-wan-support-apply-now-oxygent-international-bpo-technical-bpo-headhunter-pune-1-to-4-years-030323006136
Urgent Openings For Sr. SQL Developer-MNC,PES Hr Services A Div Of Amal Infosystems,"Thane, Navi Mumbai, Mumbai (All Areas)","['SSRS', 'SQL', 'unix', 'shell scripting', 'linux', 'sql server', 'linux shell', 'power bi']",Few Hours Ago,https://www.naukri.com/job-listings-urgent-openings-for-sr-sql-developer-mnc-pes-hr-services-a-div-of-amal-infosystems-thane-navi-mumbai-mumbai-all-areas-5-to-10-years-110323005824
openings For mechanical engineers,Freelancer Sathyaraj K,Chennai,"['Production Engineering', 'Qua', 'Quality Assurance', 'maintanence', 'maintenance', 'mechanical engg', 'ct', 'engineering']",Few Hours Ago,https://www.naukri.com/job-listings-openings-for-mechanical-engineers-freelancer-sathyaraj-k-chennai-0-to-5-years-110323005823
Node Js Developer - Full Stack,Aadi Hr Solutions,Permanent Remote,"['Node.Js', 'Angular', 'dbms', 'javascript', 'node', 'fullstack development', 'mongodb', 'mongodb database']",Few Hours Ago,https://www.naukri.com/job-listings-node-js-developer-full-stack-aadi-hr-solutions-noida-2-to-7-years-110323005820
Accounts & Finance Head / CA ( Mumbai ),Emkay Placement Consultants,Mumbai,"['Costing', 'ICWA', 'Treasury & Banking', 'Chartered Accountant', 'Accounts Finalisation', 'balance', 'indirect', 'accounting']",Few Hours Ago,https://www.naukri.com/job-listings-accounts-finance-head-ca-mumbai-emkay-placement-consultants-mumbai-15-to-20-years-110323005819
Production Engineer,A-level Placements Management Solutions,Chennai,"['Power Transformers', 'Production', 'Transformers', 'Distribution Transformers', 'Transformers design', 'design', 'iec', 'distribution']",Few Hours Ago,https://www.naukri.com/job-listings-production-engineer-a-level-placements-management-solutions-chennai-3-to-7-years-250822907789
Server Administrator,Ajayvision Education,Delhi / NCR,"['nginx', 'server administration', 'awk', 'administration', 'linux server', 'shell scripting', 'firewall', 'serv']",1 Day Ago,https://www.naukri.com/job-listings-server-administrator-ajayvision-education-delhi-ncr-2-to-7-years-010323012597
Engineer / Senior Engineer Production,A-level Placements Management Solutions,Vadodara,"['dry type', 'dry type transformers', 'Production', 'Transformer industry', 'transformers', 'typing', 'manufacturing', 'dry']",1 Day Ago,https://www.naukri.com/job-listings-engineer-senior-engineer-production-a-level-placements-management-solutions-vadodara-baroda-5-to-10-years-281222002900
Design Engineer/ Solid Work/ Industrial Heating Manufacture/ Faridabad,Mcube Placements,Palwal,"['industrial', 'solid works', 'thermal engineering', 'thermal', 'solid', 'design engineering', 'manufacturing', 'design']",1 Day Ago,https://www.naukri.com/job-listings-design-engineer-solid-work-industrial-heating-manufacture-faridabad-mcube-placements-palwal-4-to-9-years-110323005805
Business Analyst(Hybrid),Qween,Hybrid - Mumbai (All Areas),"['Business Analyst', 'gap', 'requirements', 'business analysis', 'requirement gathering', 'analysis', 'gap analysis']",1 Day Ago,https://www.naukri.com/job-listings-business-analyst-hybrid-qween-mumbai-all-areas-3-to-8-years-110223003643
Data Entry Operator and Accountant,Pushpinder Singh Sidhu Contractor,"Jalandhar, Mohali, Banswara","['Data Entry Operation', 'operating', 'operations', 'data', 'data entry', 'accounting']",1 Day Ago,https://www.naukri.com/job-listings-data-entry-operator-and-accountant-pushpinder-singh-sidhu-contractor-jalandhar-mohali-banswara-2-to-7-years-110323005802
Inside Sales Engineer,Everest Blower Systems Pvt. Ltd. (Ingersoll Rand Business),Delhi / NCR,"['process', 'inside sales', 'sales process', 'sales']",1 Day Ago,https://www.naukri.com/job-listings-inside-sales-engineer-everest-blower-systems-pvt-ltd-ingersoll-rand-business-delhi-ncr-2-to-6-years-110323005800
Node Js Backend Developer,Rock Ims,"Chandigarh, Amritsar, Delhi / NCR","['Node Js Framework', 'mongodb', 'backend', 'node.js', 'javascript', 'node', 'framework', 'development']",1 Day Ago,https://www.naukri.com/job-listings-node-js-backend-developer-rock-ims-chandigarh-amritsar-delhi-ncr-1-to-5-years-191222009662
Quality Assurance QA Test engineer / QA Analyst /QTP Automation Tester,Associative,Permanent Remote,"['QA Testing', 'junit', 'execution', 'performance testing', 'testng', 'selenium rc', 'automation testing', 'automation']",1 Day Ago,https://www.naukri.com/job-listings-quality-assurance-qa-test-engineer-qa-analyst-qtp-automation-tester-associative-pune-0-to-5-years-210223010621
Maintenance Engineer,GOBIND RAM KAHAN CHAND (GRKC GROUP),"Siliguri, Kaimur (Bhabua)","['BISCUITS AUTO FEEDER MACHINE', 'mechanical maintenance', 'candy', 'mechanical', 'breakdown', 'maintenance', 'analysis', 'chocolate']",1 Day Ago,https://www.naukri.com/job-listings-maintenance-engineer-gobind-ram-kahan-chand-grkc-group-siliguri-kaimur-bhabua-5-to-10-years-110323005796
Dot Net Developer,Softlogique It Solutions,Permanent Remote,"['.net', 'ado.net', 'dot', 'webforms', 'development']",1 Day Ago,https://www.naukri.com/job-listings-dot-net-developer-softlogique-it-solutions-noida-4-to-9-years-110323005795
Elv Project Engineer,Vashishta Systems,Hyderabad/Secunderabad,"['Access Control System', 'Fire Protection System', 'fire alarm system', 'Elv', 'public', 'electronics', 'project', 'security']",1 Day Ago,https://www.naukri.com/job-listings-elv-project-engineer-vashishta-systems-hyderabad-secunderabad-2-to-3-years-110323005771
SharePoint Developer || Permanent WFH,Sysdatalytics,Permanent Remote,"['Sharepoint Development', 'development', 'sharepoint']",1 Day Ago,https://www.naukri.com/job-listings-sharepoint-developer-permanent-wfh-sysdatalytics-noida-5-to-10-years-110323005770
Shift Engineer,Knight Frank,Mumbai (All Areas),"['DG Sets', 'Hvac Maintenance', 'maintenance', 'dg', 'utility', 'set', 'operations', 'hvac']",1 Day Ago,https://www.naukri.com/job-listings-shift-engineer-knight-frank-mumbai-all-areas-3-to-8-years-111222000924
C#. Net Developer For an IT Co.@ Navi Mumbai,Christos Group,"Thane, Navi Mumbai, Raigad","['C#.Net', 'c#', '.net', 'api', 'sql', 'web technologies', 'web api', 'asp.net']",1 Day Ago,https://www.naukri.com/job-listings-c-net-developer-for-an-it-co-navi-mumbai-christos-group-thane-navi-mumbai-raigad-3-to-8-years-110323005767
.NET Developer (Angular),Ardentia Technologies,Mumbai,"['.NET', 'asp', 'asp.net', 'c', '.net core', 'mongodb', 'sql', 'asp.net core mvc']",1 Day Ago,https://www.naukri.com/job-listings-net-developer-angular-ardentia-technologies-pvt-ltd-mumbai-4-to-6-years-100323908186
Mobile App Developer (React Native),TEBillion Systems Pvt Ltd,Mumbai,"['React Native', 'application', 'native', 'react.js', 'mobile application development', 'android', 'mobile app', 'ios']",1 Day Ago,https://www.naukri.com/job-listings-mobile-app-developer-react-native-tebillion-systems-pvt-ltd-mumbai-4-to-6-years-100323908216
Full Stack Developer (.Net/Angular),Ardentia Technologies,Mumbai (All Areas),"['c#', 'Javascript', 'MongoDB', 'Asp.net', 'aspnet web services', 'nosql', 'sql', 'web services']",1 Day Ago,https://www.naukri.com/job-listings-full-stack-developer-net-angular-ardentia-technologies-mumbai-all-areas-3-to-7-years-100323910371
Documentum Developer || Permanent WFH,Sysdatalytics,Permanent Remote,"['Documentum', 'development']",1 Day Ago,https://www.naukri.com/job-listings-documentum-developer-permanent-wfh-sysdatalytics-noida-5-to-10-years-110323005766
Drafting Engineer,NRG Recruiter,Madurai,"['Autocad Drafting', 'drafting', 'autocad', 'draft']",1 Day Ago,https://www.naukri.com/job-listings-drafting-engineer-nrg-recruiter-madurai-1-to-2-years-060223002927
PEB - Project / Site Engineer,Hariharan Steels Pvt Ltd,"Hybrid - Hyderabad/Secunderabad, Chennai","['erection', 'Site Management', 'Site Supervision', 'construction', 'PEB', 'steel fabrication', 'management', 'site engineering']",1 Day Ago,https://www.naukri.com/job-listings-peb-project-site-engineer-hariharan-steels-pvt-ltd-hyderabad-secunderabad-chennai-3-to-6-years-110323005753
Editor X Developer || Editor X Designer || Permanent WFH,Sysdatalytics,Permanent Remote,"['Editor x', 'design', 'x', 'development', 'editing']",1 Day Ago,https://www.naukri.com/job-listings-editor-x-developer-editor-x-designer-permanent-wfh-sysdatalytics-noida-5-to-10-years-110323005751
Lead Software Engineer,NTT Global Networks,Mumbai,"['webservices', 'Spring Boot', 'hibernate', 'SOAP', 'spring', 'git', 'boot', 'rest']",1 Day Ago,https://www.naukri.com/job-listings-lead-software-engineer-ntt-global-networks-mumbai-9-to-14-years-300320003105
Mechanical Design Engineer - Only Autodesk Inventor,Bhagat Hr Services,Pune(Pirangut),"['Autodex inventor', 'AutoCAD.', 'Processing DAS & ECR', 'DMFEA', 'ASME Codes', 'sheet metal', 'processing', 'coding']",1 Day Ago,https://www.naukri.com/job-listings-mechanical-design-engineer-only-autodesk-inventor-bhagat-hr-services-pune-4-to-5-years-110323005727
Engineering Fresher,Evoke HR,"Harda, Bhopal, Ratlam, Indore, Jabalpur, Katni, Dewas, Ujjain","['coding', 'computer', 'computer science', 'programming', 'entry level', 'cse', 'languages', 'engineering']",1 Day Ago,https://www.naukri.com/job-listings-engineering-fresher-evoke-hr-harda-bhopal-ratlam-indore-jabalpur-katni-dewas-ujjain-0-to-5-years-060323003335
WordPress Developer/ PHP Developer,EP Soft,Jaipur,"['Wordpress', 'framework', 'wordpress cms', 'laravel', 'cs', 'woocommerce', 'wordpress development', 'codeigniter framework']",1 Day Ago,https://www.naukri.com/job-listings-wordpress-developer-php-developer-ep-soft-jaipur-1-to-6-years-110323005724
Sales Engineer- EPC Project & Water Treatment Industry,Bhagat Hr Services,"Mumbai, Delhi / NCR","['Lead Generation', 'Sales Engineering', 'order receiving', 'Price Negotiation', 'water', 'communication skills', 'coordination', 'water treatment']",1 Day Ago,https://www.naukri.com/job-listings-sales-engineer-epc-project-water-treatment-industry-bhagat-hr-services-mumbai-delhi-ncr-3-to-5-years-110323005706
Mechanical Design Engineer,Exicom Technologies India Llp,Mumbai,"['3D Cad', 'Solid Works', 'MATLAB', 'modeling', '3d modeling', 'mechanical', 'mechanical design', 'cad']",1 Day Ago,https://www.naukri.com/job-listings-mechanical-design-engineer-exicom-technologies-india-llp-mumbai-2-to-5-years-110323005702
Senior Embedded Firmware Engineer,Sirveen Control Systems,Hyderabad/Secunderabad(Kushaiguda +1),"['Video Compression', 'rtos', 'linux', 'Video Streaming Protocols', 'audio compression', 'protocols', 'embedded systems', 'video']",1 Day Ago,https://www.naukri.com/job-listings-senior-embedded-firmware-engineer-sirveen-control-systems-hyderabad-secunderabad-2-to-7-years-260422001529
Senior .Net Core Developer,Feuji Software Solutions Pvt. Ltd.,Hybrid - Hyderabad/Secunderabad,"['ci/cd', 'cd', 'continuous integration', 'design patterns', 'solid', 'oops', '.net', 'senior']",1 Day Ago,https://www.naukri.com/job-listings-senior-net-core-developer-feuji-software-solutions-pvt-ltd-hyderabad-secunderabad-5-to-8-years-110323005519
Instrumentation Sales Engineer,Kemplast,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['Instrumentation Engineering', 'valves', 'client relationship', 'management', 'client', 'instruments', 'cold calling', 'sales']",1 Day Ago,https://www.naukri.com/job-listings-instrumentation-sales-engineer-kemplast-hyderabad-secunderabad-bangalore-bengaluru-1-to-5-years-110323005687
Service Engineer-17 post,Indore Job Placement,"Gwalior, Raipura, Bhilai/Bhillai","['Technical Skills', 'team', 'handling', 'post', 'team handling skills', 'team handling', 'flexible', 'technical']",1 Day Ago,https://www.naukri.com/job-listings-service-engineer-17-post-indore-placement-gwalior-raipura-bhilai-bhillai-0-to-2-years-030223010434
Doctor Coordinator,Max Healthcare,Delhi / NCR,"['Coordination', 'department management', 'management', 'department coordinator', 'doctor coordinator']",1 Day Ago,https://www.naukri.com/job-listings-doctor-coordinator-max-healthcare-delhi-ncr-1-to-6-years-061222005130
Planning Engineer (Primavera P6),Fortune Makers,Saudi Arabia,"['Saudi Arabia', 'BOQ', 'Primavera P6', 'Scheduling', 'Planning Engineering', 'drawing', 'p6', 'planning']",1 Day Ago,https://www.naukri.com/job-listings-planning-engineer-primavera-p6-fortune-makers-saudi-arabia-3-to-6-years-110323005670
Network Engineer,Centurylink,"Hybrid - Noida, Bangalore/Bengaluru","['Transmission', 'capacity analysis', 'capacity', 'sdh', 'gpon', 'networking', 'dwdm', 'noc']",1 Day Ago,https://www.naukri.com/job-listings-network-engineer-centurylink-noida-bangalore-bengaluru-1-to-4-years-110323005622
Network Engineer,Isha Foundation,Coimbatore,"['network troubleshooting', 'infrastructure', 'network engineering', 'networking', 'troubleshooting', 'engineering', 'it infrastructure']",1 Day Ago,https://www.naukri.com/job-listings-network-engineer-isha-foundation-coimbatore-3-to-7-years-311222004104
"COGI-Diagnosis Analyst, Data/Reporting Analyst, Clearing Analyst ,",Freelancer Sweta Kumari,Permanent Remote,"['controlling goods issued', 'inventory control', 'issue', 'data', 'clearing', 'materials', 'reporting analysis', 'sap']",1 Day Ago,https://www.naukri.com/job-listings-cogi-diagnosis-analyst-data-reporting-analyst-clearing-analyst-freelancer-sweta-kumari-pune-3-to-8-years-110323005610
Senior Java Developer,Code Space Technologies,Hybrid - Delhi / NCR,"['Microservices', 'boot', 'jpa', 'j2ee', 'orm', 'javascript', 'jquery', 'development']",1 Day Ago,https://www.naukri.com/job-listings-senior-java-developer-code-space-technologies-delhi-ncr-5-to-10-years-110323005597
Internal Auditor,Baker Tilly India Business Advisory,"Gurgaon/Gurugram, Delhi / NCR","['internal audit', 'control', 'risk', 'risk advisory', 'advisory', 'auditing', 'internal control']",1 Day Ago,https://www.naukri.com/job-listings-internal-auditor-baker-tilly-india-business-advisory-gurgaon-gurugram-delhi-ncr-2-to-7-years-110323005594
Electrical Design Engineer,Benchmark Global Management Services,Kolkata(Dum Dum),"['Industrial Vehicles', 'Electric Vehicle', 'DC Circuit Design', 'AutoCAD 3D', 'AutoCAD 2D', '2d', 'circuit', 'draw']",1 Day Ago,https://www.naukri.com/job-listings-electrical-design-engineer-benchmark-global-management-services-kolkata-3-to-8-years-110323005591
L1 L2 Support Engineer - Customer Support / Bpo - Voice,White Horse Manpower Consultancy,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","['Desktop Support', 'comm', 'voice', 'customer support', 'desktop', 'comm skills', 'good comm skills', 'l1']",1 Day Ago,https://www.naukri.com/job-listings-l1-l2-support-engineer-customer-support-bpo-voice-white-horse-manpower-consultancy-hyderabad-secunderabad-pune-bangalore-bengaluru-1-to-6-years-110323005587
Territory Sales Executive,Mangalayatan University,"Bulandshahr, Budaun, Khagaria","['Territory Sales', 'Field Sales', 'b2b sales', 'lead generation', 'sales', 'b2c sales', 'territory', 'generation']",1 Day Ago,https://www.naukri.com/job-listings-territory-sales-executive-mangalayatan-university-bulandshahr-budaun-khagaria-3-to-8-years-110323005586
Automation Engineer - Siemens PLC & Scada Systems (2-5 Years Exp,Consulta Technologies Pvt. Ltd.,Navi Mumbai,"['PCS', 'Siemens S7', 'WinCC', 'Distributed Control System', 'siemens plc', 'profinet', 'automation', 'logic']",1 Day Ago,https://www.naukri.com/job-listings-automation-engineer-siemens-plc-scada-systems-2-5-years-exp-consulta-technologies-pvt-ltd-navi-mumbai-2-to-6-years-110323005585
Dot Net Developer-Mumbai-MNC,PES Hr Services A Div Of Amal Infosystems,Mumbai (All Areas),"['C#', 'Webforms', 'ASP.Net', 'SQL', '.net', 'dot']",1 Day Ago,https://www.naukri.com/job-listings-dot-net-developer-mumbai-mnc-pes-hr-services-a-div-of-amal-infosystems-mumbai-all-areas-3-to-8-years-110323005578
Sr. Manager - Talent Acquisition,Conneqt Business Solutions,"Hyderabad/Secunderabad, Mumbai (All Areas)","['Bulk Hiring', 'volume', 'recruitment', 'bulk', 'management', 'acquisition', 'talent acquisition', 'volume hiring']",1 Day Ago,https://www.naukri.com/job-listings-sr-manager-talent-acquisition-conneqt-business-solutions-hyderabad-secunderabad-mumbai-all-areas-7-to-12-years-110323005574
Field Service Engineer,Nido Machineries Pravate Limited,"Mumbai, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['servicing', 'engineering', 'field service', 'service engineering', 'field']",1 Day Ago,https://www.naukri.com/job-listings-field-service-engineer-nido-machineries-pravate-limited-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-1-to-4-years-110323005565
Php Developer,Swaram Consultants,Jaipur,"['php', 'php development', 'development', 'laravel', 'cakephp']",1 Day Ago,https://www.naukri.com/job-listings-php-developer-swaram-consultants-jaipur-2-to-5-years-110323005529
Jr. Costing Engineer,Suyash Impex,Navi Mumbai,"['costing engineer', 'costing', 'estimation engineering', 'solid works', 'jrss', 'solid', 'estimation', 'rfqs']",1 Day Ago,https://www.naukri.com/job-listings-jr-costing-engineer-suyash-impex-navi-mumbai-2-to-4-years-110323005527
"Formulation Scientist, Formulation Chemist",Grandsahara People Skills,"Hybrid - Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Chemist', 'Bsc', 'Formulation', 'Scientist', 'formulation development', 'transfer', 'hplc', 'solid']",1 Day Ago,https://www.naukri.com/job-listings-formulation-scientist-formulation-chemist-grandsahara-people-skills-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-110323005526
Contracts & Billing Engineer,Protech Buildcon,Guwahati,"['Estimation', 'Rate Analysis', 'Billing', 'Contracts Management', 'billing engineering', 'negotiation', 'analysis', 'value engineering']",1 Day Ago,https://www.naukri.com/job-listings-contracts-billing-engineer-protech-buildcon-guwahati-5-to-10-years-261122007016
.NET Developer @ Mumbai,Talent Corner Hr Services,"Mumbai, Thane, Navi Mumbai","['MVC', 'concepts', 'sql', 'entity', '.net', 'sql server', 'framework', 'api']",1 Day Ago,https://www.naukri.com/job-listings-net-developer-mumbai-talent-corner-hr-services-mumbai-thane-navi-mumbai-2-to-6-years-110323005515
Urgently Required Sr.Sales Engineer/Manager For Cutting Tools Industry,Halten Tools India,Permanent Remote,"['Client Relationship Management', 'Strategic Positioning', 'Business Development', 'Sales Planning Independence', 'relationship', 'communication skills', 'relationship management', 'client']",1 Day Ago,https://www.naukri.com/job-listings-urgently-required-sr-sales-engineer-manager-for-cutting-tools-industry-halten-tools-india-pune-1-to-6-years-100223010136
Senior_PHP Developer,Nscript Web Studios,Chennai,"['Javascript', 'Core PHP', 'mysql', 'ajax', 'core', 'php', 'development', 'codeigniter']",1 Day Ago,https://www.naukri.com/job-listings-senior-php-developer-nscript-web-studios-pvt-ltd-chennai-2-to-5-years-221220001388
